编号,年龄,性别,学历,国家,日均上网时长(小时),是否影响学业,日均睡眠(小时),心理健康评分,感情状况,社交媒体冲突次数,网络成瘾评分,平台_Facebook,平台_Instagram,平台_KakaoTalk,平台_LINE,平台_LinkedIn,平台_Snapchat,平台_TikTok,平台_Twitter,平台_VKontakte,平台_WeChat,平台_WhatsApp,平台_YouTube,网络成瘾_正向,网络使用深度得分,学习状态得分,身心健康得分
343,20,0,Undergraduate,Ireland,4.7,1,7.2,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.4761904761904763,0,2.9655172413793105
344,22,1,Graduate,India,6.0,1,6.3,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.642857142857143,0,1.5775862068965518
345,19,0,Undergraduate,Switzerland,3.7,0,8.1,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.3809523809523814,5,3.8534482758620694
346,21,1,Graduate,Turkey,5.3,1,6.9,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.3809523809523805,0,2.336206896551724
347,20,0,Undergraduate,USA,7.0,1,5.3,5,1,4,9,False,False,False,False,False,False,True,False,False,False,False,False,1,2.642857142857143,0,1.146551724137931
348,22,1,Graduate,Mexico,5.8,1,6.4,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.5,0,2.120689655172414
349,19,0,Undergraduate,France,4.3,0,7.7,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.2857142857142856,5,3.181034482758621
350,21,1,Graduate,Canada,5.1,1,7.1,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.333333333333333,0,2.4224137931034484
351,20,0,Undergraduate,Spain,4.9,1,7.0,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.2857142857142856,0,2.3793103448275863
352,22,1,Graduate,Denmark,3.7,0,8.1,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.3809523809523814,5,3.8534482758620694
353,19,0,Undergraduate,Ireland,4.6,1,7.3,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.452380952380952,0,3.0086206896551726
354,21,1,Graduate,India,6.1,1,6.2,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.6666666666666665,0,1.53448275862069
355,20,0,Undergraduate,Switzerland,3.6,0,8.2,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.3571428571428568,5,3.896551724137931
356,22,1,Graduate,Turkey,5.2,1,7.0,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.3571428571428568,0,2.3793103448275863
357,19,0,Undergraduate,USA,7.1,1,5.2,5,1,4,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.6666666666666665,0,1.1034482758620692
358,21,1,Graduate,Mexico,5.9,1,6.3,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.5238095238095237,0,2.0775862068965516
359,20,0,Undergraduate,France,4.2,0,7.8,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.261904761904762,5,3.224137931034483
360,22,1,Graduate,Canada,5.0,1,7.2,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.3095238095238093,0,2.4655172413793105
361,19,0,Undergraduate,Spain,4.8,1,7.1,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.261904761904762,0,2.4224137931034484
362,21,1,Graduate,Denmark,3.6,0,8.2,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.3571428571428568,5,3.896551724137931
363,20,0,Undergraduate,Ireland,4.5,1,7.4,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.4285714285714284,0,3.0517241379310347
364,22,1,Graduate,India,6.2,1,6.1,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.6904761904761902,0,1.4913793103448274
365,19,0,Undergraduate,Switzerland,3.5,0,8.3,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.333333333333333,5,3.939655172413794
366,21,1,Graduate,Turkey,5.1,1,7.1,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.333333333333333,0,2.4224137931034484
367,20,0,Undergraduate,USA,7.2,1,5.1,5,1,4,9,False,False,False,False,False,False,True,False,False,False,False,False,1,2.6904761904761902,0,1.0603448275862069
368,22,1,Graduate,Mexico,6.0,1,6.2,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.5476190476190474,0,2.03448275862069
369,19,0,Undergraduate,France,4.1,0,7.9,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.238095238095238,5,3.267241379310345
370,21,1,Graduate,Canada,4.9,1,7.3,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.2857142857142856,0,2.508620689655172
371,20,0,Undergraduate,Spain,4.7,1,7.2,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.238095238095238,0,2.4655172413793105
372,22,1,Graduate,Denmark,3.5,0,8.3,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.333333333333333,5,3.939655172413794
373,19,0,Undergraduate,Ireland,4.4,1,7.5,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.4047619047619047,0,3.0948275862068964
374,21,1,Graduate,India,6.3,1,6.0,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.714285714285714,0,1.4482758620689657
375,20,0,Undergraduate,Switzerland,3.4,0,8.4,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.3095238095238093,5,3.9827586206896557
376,22,1,Graduate,Turkey,5.0,1,7.2,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.3095238095238093,0,2.4655172413793105
377,19,0,Undergraduate,USA,7.3,1,5.0,5,1,4,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.714285714285714,0,1.017241379310345
378,21,1,Graduate,Mexico,6.1,1,6.1,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.571428571428571,0,1.9913793103448274
379,20,0,Undergraduate,France,4.0,0,8.0,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.2142857142857144,5,3.310344827586207
380,22,1,Graduate,Canada,4.8,1,7.4,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.261904761904762,0,2.551724137931035
381,19,0,Undergraduate,Spain,4.6,1,7.3,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.214285714285714,0,2.508620689655172
382,21,1,Graduate,Denmark,3.4,0,8.4,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.3095238095238093,5,3.9827586206896557
383,20,0,Undergraduate,Ireland,4.3,1,7.6,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.380952380952381,0,3.137931034482758
384,22,1,Graduate,India,6.4,1,5.9,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.7380952380952377,0,1.4051724137931036
385,19,0,Undergraduate,Switzerland,3.3,0,8.5,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.2857142857142856,5,4.025862068965518
386,21,1,Graduate,Turkey,4.9,1,7.3,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.2857142857142856,0,2.508620689655172
387,20,0,Undergraduate,USA,7.4,1,4.9,5,1,4,9,False,False,False,False,False,False,True,False,False,False,False,False,1,2.7380952380952377,0,0.9741379310344831
388,22,1,Graduate,Mexico,6.2,1,6.0,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.595238095238095,0,1.9482758620689655
389,19,0,Undergraduate,France,3.9,0,8.1,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.1904761904761907,5,3.3534482758620685
390,21,1,Graduate,Canada,4.7,1,7.5,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.238095238095238,0,2.594827586206897
391,20,0,Undergraduate,Spain,4.5,1,7.4,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.1904761904761902,0,2.551724137931035
392,22,1,Graduate,Denmark,3.3,0,8.5,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.2857142857142856,5,4.025862068965518
393,19,0,Undergraduate,Ireland,4.2,1,7.7,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.357142857142857,0,3.181034482758621
394,21,1,Graduate,India,6.5,1,5.8,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.7619047619047614,0,1.3620689655172413
395,20,0,Undergraduate,Switzerland,3.2,0,8.6,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.261904761904762,5,4.06896551724138
396,22,1,Graduate,Turkey,4.8,1,7.4,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.261904761904762,0,2.551724137931035
397,19,0,Undergraduate,USA,7.5,1,4.8,5,1,4,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.7619047619047614,0,0.9310344827586208
398,21,1,Graduate,Mexico,6.3,1,5.9,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.6190476190476186,0,1.9051724137931036
399,20,0,Undergraduate,France,3.8,0,8.2,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.166666666666667,5,3.3965517241379306
400,22,1,Graduate,Canada,4.6,1,7.6,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.214285714285714,0,2.637931034482759
401,19,0,Undergraduate,Spain,4.4,1,7.5,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.1666666666666665,0,2.594827586206897
402,21,1,Graduate,Denmark,3.2,0,8.6,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.261904761904762,5,4.06896551724138
403,20,0,Undergraduate,Ireland,4.1,1,7.8,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.333333333333333,0,3.224137931034483
404,22,1,Graduate,India,6.6,1,5.7,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.785714285714285,0,1.3189655172413794
405,19,0,Undergraduate,Switzerland,3.1,0,8.7,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.238095238095238,5,4.112068965517242
406,21,1,Graduate,Turkey,4.7,1,7.5,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.238095238095238,0,2.594827586206897
407,20,0,Undergraduate,USA,7.6,1,4.7,5,1,4,9,False,False,False,False,False,False,True,False,False,False,False,False,1,2.785714285714285,0,0.8879310344827587
408,22,1,Graduate,Mexico,6.4,1,5.8,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.642857142857143,0,1.8620689655172415
409,19,0,Undergraduate,France,3.7,0,8.3,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.1428571428571432,5,3.4396551724137936
410,21,1,Graduate,Canada,4.5,1,7.7,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.1904761904761902,0,2.681034482758621
411,20,0,Undergraduate,Spain,4.3,1,7.6,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.142857142857143,0,2.637931034482759
412,22,1,Graduate,Denmark,3.1,0,8.7,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.238095238095238,5,4.112068965517242
413,19,0,Undergraduate,Ireland,4.0,1,7.9,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.3095238095238093,0,3.267241379310345
414,21,1,Graduate,India,6.7,1,5.6,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.8095238095238093,0,1.275862068965517
415,20,0,Undergraduate,Switzerland,3.0,0,8.8,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.2142857142857144,5,4.155172413793104
416,22,1,Graduate,Turkey,4.6,1,7.6,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.214285714285714,0,2.637931034482759
417,19,0,Undergraduate,USA,7.7,1,4.6,5,1,4,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.80952380952381,0,0.8448275862068966
418,21,1,Graduate,Mexico,6.5,1,5.7,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.6666666666666665,0,1.8189655172413794
419,20,0,Undergraduate,France,3.6,0,8.4,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.119047619047619,5,3.4827586206896557
420,22,1,Graduate,Canada,4.4,1,7.8,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.1666666666666665,0,2.7241379310344827
421,19,0,Undergraduate,Spain,4.2,1,7.7,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.119047619047619,0,2.681034482758621
422,21,1,Graduate,Denmark,3.0,0,8.8,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.2142857142857144,5,4.155172413793104
423,20,0,Undergraduate,Ireland,3.9,1,8.0,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.2857142857142856,0,3.310344827586207
424,22,1,Graduate,India,6.8,1,5.5,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.833333333333333,0,1.2327586206896552
425,19,0,Undergraduate,Switzerland,2.9,0,8.9,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.1904761904761907,5,4.198275862068966
426,21,1,Graduate,Turkey,4.5,1,7.7,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.1904761904761902,0,2.681034482758621
427,20,0,Undergraduate,USA,7.8,1,4.5,5,1,4,9,False,False,False,False,False,False,True,False,False,False,False,False,1,2.833333333333334,0,0.8017241379310346
428,22,1,Graduate,Mexico,6.6,1,5.6,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.6904761904761902,0,1.7758620689655171
429,19,0,Undergraduate,France,3.5,0,8.5,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.0952380952380953,5,3.5258620689655173
430,21,1,Graduate,Canada,4.3,1,7.9,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.142857142857143,0,2.767241379310345
431,20,0,Undergraduate,Spain,4.1,1,7.8,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.0952380952380953,0,2.7241379310344827
432,22,1,Graduate,Denmark,2.9,0,8.9,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.1904761904761907,5,4.198275862068966
433,19,0,Undergraduate,Ireland,3.8,1,8.1,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.261904761904762,0,3.3534482758620685
434,21,1,Graduate,India,6.9,1,5.4,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.8571428571428577,0,1.1896551724137934
435,20,0,Undergraduate,Switzerland,2.8,0,9.0,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.166666666666667,5,4.241379310344827
436,22,1,Graduate,Turkey,4.4,1,7.8,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.1666666666666665,0,2.7241379310344827
437,19,0,Undergraduate,USA,7.9,1,4.4,5,1,4,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.8571428571428577,0,0.7586206896551727
438,21,1,Graduate,Mexico,6.7,1,5.5,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.714285714285714,0,1.7327586206896552
439,20,0,Undergraduate,France,3.4,0,8.6,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.0714285714285716,5,3.568965517241379
440,22,1,Graduate,Canada,4.2,1,8.0,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.119047619047619,0,2.810344827586207
441,19,0,Undergraduate,Spain,4.0,1,7.9,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.0714285714285716,0,2.767241379310345
442,21,1,Graduate,Denmark,2.8,0,9.0,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.166666666666667,5,4.241379310344827
443,20,0,Undergraduate,Ireland,3.7,1,8.2,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.238095238095238,0,3.3965517241379306
444,22,1,Graduate,India,7.0,1,5.3,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.8809523809523814,0,1.146551724137931
445,19,0,Undergraduate,Switzerland,2.7,0,9.1,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.1428571428571432,5,4.28448275862069
446,21,1,Graduate,Turkey,4.3,1,7.9,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.142857142857143,0,2.767241379310345
447,20,0,Undergraduate,USA,8.0,1,4.3,5,1,4,9,False,False,False,False,False,False,True,False,False,False,False,False,1,2.8809523809523814,0,0.7155172413793104
448,22,1,Graduate,Mexico,6.8,1,5.4,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.7380952380952377,0,1.6896551724137934
449,19,0,Undergraduate,France,3.3,0,8.7,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.047619047619048,5,3.612068965517241
450,21,1,Graduate,Canada,4.1,1,8.1,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.0952380952380953,0,2.8534482758620694
451,20,0,Undergraduate,Spain,3.9,1,8.0,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.047619047619048,0,2.810344827586207
452,22,1,Graduate,Denmark,2.7,0,9.1,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.1428571428571432,5,4.28448275862069
453,19,0,Undergraduate,Ireland,3.6,1,8.3,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.2142857142857144,0,3.4396551724137936
454,21,1,Graduate,India,7.1,1,5.2,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.904761904761905,0,1.1034482758620692
455,20,0,Undergraduate,Switzerland,2.6,0,9.2,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.119047619047619,5,4.327586206896552
456,22,1,Graduate,Turkey,4.2,1,8.0,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.119047619047619,0,2.810344827586207
457,19,0,Undergraduate,USA,8.1,1,4.2,5,1,4,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.904761904761905,0,0.6724137931034485
458,21,1,Graduate,Mexico,6.9,1,5.3,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.7619047619047614,0,1.6465517241379313
459,20,0,Undergraduate,France,3.2,0,8.8,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,2.023809523809524,5,3.655172413793104
460,22,1,Graduate,Canada,4.0,1,8.2,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.0714285714285716,0,2.8965517241379315
461,19,0,Undergraduate,Spain,3.8,1,8.1,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.023809523809524,0,2.8534482758620694
462,21,1,Graduate,Denmark,2.6,0,9.2,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.119047619047619,5,4.327586206896552
463,20,0,Undergraduate,Ireland,3.5,1,8.4,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.1904761904761907,0,3.4827586206896557
464,22,1,Graduate,India,7.2,1,5.1,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.928571428571429,0,1.0603448275862069
465,19,0,Undergraduate,Switzerland,2.5,0,9.3,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.0952380952380953,5,4.370689655172415
466,21,1,Graduate,Turkey,4.1,1,8.1,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.0952380952380953,0,2.8534482758620694
467,20,0,Undergraduate,USA,8.2,1,4.1,5,1,4,9,False,False,False,False,False,False,True,False,False,False,False,False,1,2.928571428571429,0,0.6293103448275862
468,22,1,Graduate,Mexico,7.0,1,5.2,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.785714285714285,0,1.6034482758620692
469,19,0,Undergraduate,France,3.1,0,8.9,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,1.9999999999999998,5,3.698275862068966
470,21,1,Graduate,Canada,3.9,1,8.3,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.047619047619048,0,2.9396551724137936
471,20,0,Undergraduate,Spain,3.7,1,8.2,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.0000000000000004,0,2.8965517241379315
472,22,1,Graduate,Denmark,2.5,0,9.3,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.0952380952380953,5,4.370689655172415
473,19,0,Undergraduate,Ireland,3.4,1,8.5,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.166666666666667,0,3.5258620689655173
474,21,1,Graduate,India,7.3,1,5.0,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.9523809523809526,0,1.017241379310345
475,20,0,Undergraduate,Switzerland,2.4,0,9.4,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.0714285714285716,5,4.413793103448277
476,22,1,Graduate,Turkey,4.0,1,8.2,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.0714285714285716,0,2.8965517241379315
477,19,0,Undergraduate,USA,8.3,1,4.0,5,1,4,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.9523809523809526,0,0.5862068965517243
478,21,1,Graduate,Mexico,7.1,1,5.1,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.809523809523809,0,1.5603448275862069
479,20,0,Undergraduate,France,3.0,0,9.0,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,1.976190476190476,5,3.741379310344828
480,22,1,Graduate,Canada,3.8,1,8.4,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.023809523809524,0,2.9827586206896557
481,19,0,Undergraduate,Spain,3.6,1,8.3,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,1.9761904761904758,0,2.9396551724137936
482,21,1,Graduate,Denmark,2.4,0,9.4,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.0714285714285716,5,4.413793103448277
483,20,0,Undergraduate,Ireland,3.3,1,8.6,7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,4,2.142857142857143,0,3.568965517241379
484,22,1,Graduate,India,7.4,1,4.9,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.9761904761904763,0,0.9741379310344831
485,19,0,Undergraduate,Switzerland,2.3,0,9.5,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.047619047619048,5,4.456896551724138
486,21,1,Graduate,Turkey,3.9,1,8.3,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.047619047619048,0,2.9396551724137936
487,20,0,Undergraduate,USA,8.4,1,3.9,5,1,4,9,False,False,False,False,False,False,True,False,False,False,False,False,1,2.9761904761904763,0,0.5431034482758621
488,22,1,Graduate,Mexico,7.2,1,5.0,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.8333333333333326,0,1.5172413793103452
489,19,0,Undergraduate,France,2.9,0,9.1,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,1.952380952380952,5,3.7844827586206895
490,21,1,Graduate,Canada,3.7,1,8.5,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.0000000000000004,0,3.0258620689655173
491,20,0,Undergraduate,Spain,3.5,1,8.4,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,1.952380952380952,0,2.9827586206896557
492,22,1,Graduate,Denmark,2.3,0,9.5,8,1,2,4,True,False,False,False,False,False,False,False,False,False,False,False,6,2.047619047619048,5,4.456896551724138
493,19,0,Undergraduate,Ireland,3.2,1,8.7,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.119047619047619,0,3.612068965517241
494,21,1,Graduate,India,7.5,1,4.8,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,3.0,0,0.9310344827586208
495,20,0,Undergraduate,Switzerland,2.2,0,9.6,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.023809523809524,5,4.5
496,22,1,Graduate,Turkey,3.8,1,8.4,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.023809523809524,0,2.9827586206896557
497,19,0,Undergraduate,USA,8.5,1,3.8,5,1,4,9,False,True,False,False,False,False,False,False,False,False,False,False,1,3.0,0,0.5
498,21,1,Graduate,Mexico,7.3,1,4.9,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.8571428571428563,0,1.474137931034483
499,20,0,Undergraduate,France,2.8,0,9.2,7,1,2,5,False,True,False,False,False,False,False,False,False,False,False,False,5,1.9285714285714284,5,3.8275862068965516
500,22,1,Graduate,Canada,3.6,1,8.6,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,1.9761904761904758,0,3.0689655172413794
501,19,0,Undergraduate,Brazil,6.2,1,6.3,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.595238095238095,0,2.0775862068965516
502,21,1,Graduate,China,4.5,0,7.8,7,1,2,5,False,False,False,False,False,False,False,False,False,True,False,False,5,2.333333333333333,5,3.224137931034483
503,20,0,Undergraduate,Netherlands,3.8,0,8.2,8,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,6,2.404761904761905,5,3.896551724137931
504,22,1,Graduate,New Zealand,4.7,1,7.5,7,1,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.4761904761904763,0,3.0948275862068964
505,19,0,Undergraduate,Singapore,5.1,1,7.0,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.333333333333333,0,2.3793103448275863
506,21,1,Graduate,Malaysia,5.5,1,6.8,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.428571428571428,0,2.293103448275862
507,20,0,Undergraduate,UAE,6.5,1,6.5,5,1,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.7619047619047614,0,1.6637931034482762
508,22,1,Graduate,Poland,4.2,0,7.9,7,0,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.261904761904762,5,3.267241379310345
509,19,0,Undergraduate,India,6.8,1,6.0,5,1,4,8,False,False,False,False,False,False,False,False,False,False,True,False,2,2.833333333333333,0,1.4482758620689657
510,21,1,Graduate,Canada,4.8,1,7.4,7,0,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.5,0,3.0517241379310347
511,20,0,Undergraduate,Brazil,6.1,1,6.4,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.571428571428571,0,2.120689655172414
512,22,1,Graduate,China,4.4,0,7.9,7,1,2,5,False,False,False,False,False,False,False,False,False,True,False,False,5,2.3095238095238093,5,3.267241379310345
513,19,0,Undergraduate,Netherlands,3.7,0,8.3,8,0,2,4,False,False,False,False,False,False,True,False,False,False,False,False,6,2.3809523809523814,5,3.939655172413794
514,21,1,Graduate,New Zealand,4.6,1,7.6,7,1,3,6,False,True,False,False,False,False,False,False,False,False,False,False,4,2.452380952380952,0,3.137931034482758
515,20,0,Undergraduate,Singapore,5.2,1,6.9,6,0,3,7,False,False,False,False,False,False,True,False,False,False,False,False,3,2.3571428571428568,0,2.336206896551724
516,22,1,Graduate,Malaysia,5.6,1,6.7,6,0,3,7,False,False,False,False,False,False,False,False,False,False,True,False,3,2.4523809523809517,0,2.2500000000000004
